Age,Annual_Income,Total_Purchases,Average_Ticket,Total_Spending,Loyalty_Points,Website_Visits,Days_Since_Last_Purchase,Online_Purchases
53,59116,21,322.51,6984.9,21519,65,113,8
25,36408,20,190.69,4863.18,11549,145,164,18
37,22787,4,70.96,402.36,320,14,307,1
25,31866,20,171.16,3271.69,8141,192,206,19
54,69734,19,534.66,9164.48,21696,81,206,11
50,49548,23,405.46,10871.73,29720,175,150,19
34,34067,18,174.69,3870.61,10394,125,159,17
31,35135,21,203.27,3982.48,10291,119,142,15
48,82079,26,614.82,15439.51,40960,216,73,18
45,50087,15,268.12,3880.14,9257,101,183,6
53,39764,15,150.12,2241.66,4912,128,276,13
44,95639,28,669.63,18254.35,44811,199,74,19
49,45231,16,188.95,3489.33,9520,168,199,16
40,39299,18,265.03,5684.99,13849,115,197,9
36,36280,20,180.15,4117.87,10386,154,171,16
22,28170,18,188.31,2460.64,5494,128,208,13
48,25297,10,159.59,1715.1,6797,61,285,6
29,34539,3,208.65,1063.12,1532,27,325,1
64,18000,11,30.0,50.0,0,133,254,10
25,31708,17,102.14,1780.34,4398,142,193,14
54,48656,21,322.61,7443.39,18249,100,167,9
53,52401,21,453.59,10783.59,28561,151,132,15
55,54321,27,391.65,10696.83,27746,186,25,19
34,46441,9,202.05,2225.38,3472,63,288,5
48,41848,21,256.28,4730.89,14772,145,176,13
19,53996,18,266.52,4021.88,10976,152,126,13
36,51630,8,219.57,1529.79,5618,53,274,3
43,50006,22,291.05,7193.64,17496,68,170,9
25,21404,16,72.07,991.53,1237,156,228,16
45,53807,25,356.4,8943.92,22758,103,100,10
46,81277,27,621.01,17184.09,44764,217,61,21
35,40151,11,213.1,3071.0,8531,71,285,5
66,36355,12,154.04,1535.07,4130,88,262,7
46,32622,22,174.52,3935.32,11039,182,132,17
59,38945,20,183.7,3624.57,9140,189,181,18
38,38259,15,262.01,5057.36,13736,40,183,8
29,33639,14,148.83,2524.45,8376,111,202,14
30,47955,17,231.79,4975.98,12755,131,216,12
57,67186,23,423.51,9458.93,24472,106,124,11
44,45934,20,236.49,5519.91,12962,163,217,15
29,36931,15,217.02,2189.06,7424,145,204,13
38,32551,19,143.56,2614.51,5719,121,131,15
19,24043,15,93.75,893.69,2709,101,198,11
45,60363,24,476.41,12058.59,32010,119,152,14
47,33526,8,160.52,2465.62,8354,32,309,2
33,37769,21,141.69,3115.97,8473,175,140,17
19,33529,17,147.33,2443.93,7623,117,191,13
33,55686,20,420.52,7980.81,18528,119,179,15
57,31501,15,117.22,2489.11,4766,109,237,10
44,35408,20,170.35,3222.98,5496,165,190,18
29,31763,18,150.66,2203.1,4987,135,184,18
53,52055,10,239.68,1688.92,2980,92,305,6
21,33932,19,158.15,2811.35,6263,189,200,18
26,31714,20,157.38,2458.97,7625,203,202,16
44,28702,15,138.49,1356.31,4063,110,253,11
48,103770,30,706.1,21621.73,56569,174,61,20
31,39442,10,147.19,1933.06,6377,64,222,10
47,47529,15,314.21,5234.23,13217,67,221,9
44,55150,28,455.54,12470.87,32753,214,63,23
55,36206,18,153.52,2548.45,6718,166,189,17
31,43766,22,239.22,4783.31,10621,134,193,15
41,26390,18,102.23,807.07,492,130,134,16
23,34827,10,157.62,1424.52,7390,115,249,9
38,31032,22,213.68,4072.74,11829,128,122,10
40,19868,13,88.0,1857.45,4232,94,247,12
43,50734,19,322.58,5968.69,15158,141,223,10
33,45706,9,233.58,1849.91,1344,64,346,5
40,32003,19,157.01,2297.93,4626,180,123,16
31,31063,13,124.15,1307.25,2210,51,210,8
45,46359,19,209.62,4576.66,12363,155,155,18
45,53804,26,447.44,10990.87,28167,196,116,21
18,41851,13,270.05,3517.19,7346,50,182,4
27,40661,23,199.45,3634.91,10367,197,104,19
36,33860,19,130.21,2628.07,5012,121,165,15
22,37080,15,261.56,4126.61,10520,163,209,17
55,62183,22,391.35,10241.34,28494,85,155,8
42,32124,19,180.48,2941.11,6452,200,178,19
52,27129,14,134.38,2100.57,7544,130,194,13
50,26417,19,38.61,234.46,2029,185,187,17
35,27819,9,116.04,1098.7,1559,57,241,10
43,47045,17,193.11,2419.12,4885,135,241,16
46,92660,16,647.01,10626.21,28568,89,196,11
52,29974,24,110.8,2373.23,6417,179,118,23
42,67281,21,590.28,12441.22,30967,120,217,15
56,62837,24,495.45,13508.67,35541,195,147,17
53,67203,20,573.36,10931.42,27253,163,209,16
43,35255,19,200.37,3948.66,9884,115,169,17
32,31186,25,158.85,3793.44,10507,186,82,21
41,26356,10,134.03,1200.44,3033,51,286,3
48,86312,26,610.3,15925.5,41787,165,52,18
29,32075,20,152.92,3174.29,9074,172,197,17
26,40578,19,242.25,4536.52,9881,95,181,7
42,38135,12,152.83,659.73,3442,183,221,15
27,41812,21,151.2,2675.35,7055,151,100,17
44,58859,24,492.12,12519.6,32278,191,112,20
32,39735,9,172.05,2030.41,5576,54,286,6
26,36211,24,206.54,5470.0,15274,164,136,18
44,74169,20,555.08,10981.11,26215,102,212,14
24,25882,11,75.34,50.0,0,55,241,5
56,63206,22,499.78,10454.46,26317,174,196,16
55,28956,8,151.77,1764.01,2920,26,315,6
31,26864,24,176.0,4404.49,12481,178,65,19
34,42293,21,189.99,4500.23,11370,190,118,19
51,30914,12,185.61,2894.47,8659,93,265,9
38,31617,14,109.82,1252.06,3717,98,257,8
25,25079,20,101.96,2504.74,5260,112,156,15
41,52390,20,441.06,8586.3,22177,170,161,12
47,31168,17,163.78,2106.37,6239,143,139,17
32,60117,24,401.7,9486.77,24179,114,121,13
40,44628,13,361.66,4398.39,11752,72,257,11
51,78804,13,564.22,7087.7,19662,111,290,9
50,55297,25,494.5,12082.34,31095,189,138,18
51,41473,16,219.77,3384.61,10208,121,222,10
47,29853,18,216.59,3335.59,9389,43,182,7
62,50248,23,315.08,7261.15,19721,126,108,12
24,26373,14,101.76,966.05,1712,70,266,9
64,30830,11,153.99,1821.3,4689,50,251,5
42,22768,22,72.05,2596.48,6009,204,92,21
27,36944,10,179.43,1236.64,1891,35,305,8
22,19398,15,41.39,1858.6,2298,137,208,15
30,34787,24,165.98,4728.58,12127,172,91,23
47,75906,29,576.24,15823.03,38639,200,115,22
53,33859,16,108.77,3205.0,7676,172,208,17
29,38789,17,193.48,3365.78,9521,160,228,14
41,62739,11,393.09,4469.67,11357,61,184,5
33,30218,15,159.85,2158.47,4346,100,253,10
18,32690,7,191.99,2194.79,4323,37,265,4
34,48473,11,232.88,3031.54,7997,28,237,3
46,69407,20,499.76,10849.08,29693,87,186,10
21,41906,14,157.82,2612.73,7891,76,167,7
23,36207,11,186.82,2337.95,5441,130,241,15
45,43252,15,289.03,4338.37,11175,64,219,6
27,32034,11,149.48,952.79,3527,107,244,10
36,31083,18,101.32,1836.18,5175,166,203,17
52,57449,17,366.57,6968.27,20810,88,217,7
44,43794,21,285.94,6598.43,17579,93,160,10
46,38618,22,212.53,3823.13,11812,101,126,10
43,53016,20,410.62,7740.37,19407,115,168,10
26,30611,18,181.07,3168.58,7662,159,247,12
37,21100,20,88.0,1516.37,3037,175,199,18
40,57686,27,447.21,12523.05,32205,219,71,22
30,45988,22,228.84,4911.84,14073,150,170,17
30,40299,13,207.01,2715.06,7449,68,287,7
37,22512,10,100.51,50.0,0,86,292,6
34,32067,14,168.2,2438.04,5956,165,215,15
58,20953,7,56.79,169.85,1449,6,315,0
29,32568,24,191.25,4081.65,8073,165,144,18
30,44002,10,321.99,3916.3,10476,25,188,6
30,44021,20,187.57,3704.49,7358,165,207,17
29,77135,29,536.03,15964.87,43027,200,35,17
40,49389,25,264.24,6485.72,17677,155,154,11
35,33747,7,154.97,359.34,28,74,242,5
39,24853,7,150.42,1070.13,3334,18,332,3
55,54601,22,325.31,6241.24,16926,112,111,9
42,33830,18,137.31,1654.77,5035,148,187,16
36,51324,16,281.24,5097.32,12524,76,189,8
55,38169,20,300.46,5212.14,16207,120,188,10
27,44333,20,216.07,3866.63,9265,187,208,16
45,61469,23,487.54,11196.92,28121,160,138,18
21,22519,12,130.85,1093.01,1648,10,226,4
46,27810,24,30.0,742.5,2977,205,152,20
38,18000,8,76.69,309.43,1060,76,282,7
41,50903,28,449.5,13088.32,32280,201,100,16
48,18000,18,30.0,300.9,807,162,217,17
28,40218,6,140.96,1568.99,4333,72,335,5
53,39369,17,162.29,1707.96,3488,162,200,14
43,50878,16,295.43,4811.6,13590,101,192,8
32,41115,20,259.47,5205.51,13614,131,170,10
35,69120,31,568.42,17367.18,46746,200,140,21
56,40303,18,284.86,3804.76,11272,59,191,8
58,35290,12,102.66,1207.95,2448,143,216,14
36,110548,31,675.3,19453.97,50865,185,49,18
35,27908,18,182.5,2837.34,5687,158,199,18
37,53599,20,340.29,8231.61,20812,85,210,6
56,22488,20,107.5,2444.88,4853,175,216,19
59,29664,14,151.31,1990.63,5166,80,211,12
48,54028,17,405.09,6762.23,18235,33,168,5
47,56553,25,295.23,7240.23,20770,105,107,11
56,28764,8,133.89,1201.13,4707,17,273,3
25,35388,21,98.69,3340.04,10545,206,146,22
36,50753,8,245.77,2743.22,8014,5,284,2
35,35061,14,202.59,3207.27,10003,39,223,4
30,34419,14,164.23,2785.16,9233,102,206,10
33,43995,6,215.74,1417.09,3302,32,303,4
22,33978,7,168.38,1901.55,5463,73,235,6
49,36466,21,139.47,2035.33,7066,183,175,19
41,68386,14,509.9,7367.0,17860,137,244,12
43,54272,22,396.52,9476.03,25088,177,206,12
48,50209,19,345.98,6751.87,18226,55,151,6
39,49445,19,369.41,7467.21,19960,117,165,10
45,26879,4,186.57,50.0,0,5,291,0
41,55262,19,333.52,6578.87,16684,100,196,9
30,41289,17,195.67,3326.68,8231,146,214,14
25,30689,23,113.01,2668.06,6783,238,106,25
18,31953,16,141.65,2751.25,5847,154,130,15
43,37351,19,161.86,2671.38,5867,144,192,13
59,20592,11,50.91,50.0,0,62,168,7
35,60717,25,480.66,12416.1,30883,167,171,18
50,88439,25,584.49,14814.58,38784,118,121,14
52,109918,26,797.76,20932.33,55014,189,123,20
23,34444,10,199.54,1954.19,6885,132,239,9
41,51518,19,393.32,7315.17,19139,99,176,11
30,56797,13,339.29,3882.66,9892,89,195,3
42,58828,21,413.09,9099.73,23943,63,142,10
24,41964,18,208.17,3811.77,9081,155,143,18
36,26231,14,132.6,1241.76,4646,101,212,9
24,26058,4,120.14,50.0,736,15,382,3
18,28069,15,146.48,2638.58,8139,146,261,15
36,78777,30,592.34,18012.27,44644,184,19,18
51,23466,5,30.0,617.19,1302,39,271,4
34,42841,11,263.1,2657.15,9636,68,261,7
28,30017,19,175.65,2593.24,5621,178,154,15
55,46310,17,292.15,5303.45,12527,101,270,10
48,41673,13,189.44,3087.91,9554,87,244,12
35,46049,18,374.64,6957.94,17455,161,267,18
27,18000,23,91.73,2353.32,4611,216,135,22
27,46432,11,201.56,1889.67,3487,73,291,6
23,40947,23,230.85,5049.22,13341,168,120,20
47,46361,16,302.25,5689.86,15931,16,255,5
57,28532,22,75.82,1821.17,4211,154,180,18
40,33214,11,155.59,1504.05,2769,102,263,9
21,36168,9,162.72,2018.62,3472,62,316,5
42,58777,19,383.82,7418.3,18906,67,173,6
27,40334,10,195.65,3013.57,6550,57,237,10
28,23944,8,65.35,296.82,1531,35,303,5
36,69515,25,547.76,13508.37,35067,201,171,18
51,33844,26,184.54,4188.18,9523,215,28,23
44,53395,24,298.34,7505.08,20096,123,111,11
23,32820,19,125.88,2048.65,6953,99,207,17
43,25598,6,112.96,2235.46,6207,9,310,3
57,89074,27,612.87,15848.97,40494,190,61,18
49,30667,20,125.44,3234.97,9609,105,195,14
42,51398,22,327.42,7334.85,20754,106,126,13
44,39945,16,236.79,4100.07,11398,76,218,7
64,61946,19,411.86,7065.27,18598,45,163,6
25,31633,5,87.42,1253.43,2941,35,349,4
24,37001,10,199.43,1777.07,4580,53,253,4
34,48396,8,202.34,1319.28,2778,29,330,4
36,91141,18,574.43,9364.78,24417,113,197,13
35,86070,22,609.93,12543.92,30881,123,192,14
53,28447,18,168.2,3061.43,5369,139,184,15
26,25485,15,154.93,1733.87,3791,158,244,13
49,36318,17,237.53,4024.04,10620,74,172,6
46,31840,6,136.69,1248.18,3347,39,312,3
53,34505,13,178.66,1942.23,4501,88,241,8
31,32484,15,185.35,2545.16,7176,124,232,14
45,21129,10,32.06,591.12,3244,58,249,7
54,32543,17,174.37,2681.14,8100,131,179,15
57,27916,21,175.34,3153.95,5758,161,170,19
39,24462,15,86.86,1763.47,3749,112,115,13
36,28442,19,144.85,2288.98,6296,152,198,17
24,50890,27,277.77,7044.43,21501,114,127,12
32,58771,18,371.32,7112.84,20580,47,169,9
64,53429,24,353.33,8629.5,21118,146,138,13
42,47774,11,308.26,3281.62,10370,57,305,4
43,68489,20,545.5,10943.9,27587,160,209,14
40,24088,19,112.28,2788.83,5344,163,184,17
40,33538,8,129.2,461.91,252,34,291,3
43,67728,23,445.87,10176.59,26845,128,79,15
19,47644,9,235.91,1663.12,4913,84,260,7
33,41831,7,206.42,1786.27,4463,58,343,2
37,60186,25,530.93,13493.93,34162,161,79,18
36,24142,19,185.14,2903.76,8320,187,140,19
59,48871,20,429.27,8984.57,22463,129,158,13
29,46926,14,301.4,3869.16,7867,98,208,11
26,36612,16,206.04,3502.34,10406,167,218,15
32,32967,18,236.15,4143.19,10253,123,133,9
43,53575,27,445.88,11598.86,30320,173,148,19
32,42471,19,337.84,6770.38,17983,109,197,8
46,54623,22,340.75,7186.65,17570,112,154,11
45,55164,19,372.76,6105.49,15153,78,111,9
31,33179,6,161.83,310.54,667,89,298,7
60,30789,14,133.43,3527.31,8235,58,235,9
35,65605,11,462.55,5038.63,14851,89,313,9
32,59993,22,490.35,11238.69,28643,202,129,17
27,32604,11,148.92,2238.8,4518,73,306,6
61,42463,14,136.75,2007.66,4246,92,225,7
47,56010,19,336.62,6353.61,17750,86,156,9
34,38243,25,171.66,4326.58,9280,257,129,25
54,40266,12,128.8,1048.66,4232,60,229,7
41,50539,21,440.36,10534.42,28020,135,168,13
57,27292,21,53.07,1603.7,4448,178,195,18
58,58625,16,319.7,5445.82,15568,76,214,10
34,60626,16,408.01,7450.84,20305,116,272,11
21,32696,21,123.84,3331.16,8564,215,177,19
43,81764,14,595.24,7660.36,22365,77,226,11
20,24800,15,133.2,1825.84,4904,128,190,12
42,78150,19,623.29,11443.04,31948,137,166,15
41,45950,5,158.63,50.0,0,12,358,0
31,30198,20,185.3,3801.48,7293,173,195,16
28,27765,24,121.43,3056.87,8402,225,209,22
36,49096,17,223.09,3894.92,9625,99,188,10
47,95235,26,757.13,18632.85,46804,180,54,20
32,20075,11,34.49,50.0,0,95,255,7
39,98245,26,713.04,18537.14,49152,180,105,17
52,65517,26,584.57,15239.81,38708,213,81,20
46,36825,11,107.05,2315.9,7280,38,190,6
43,19264,6,88.5,1436.13,3895,26,366,0
70,23613,7,132.82,749.49,555,40,278,4
47,25446,12,184.93,2957.84,6152,78,244,11
49,57800,19,496.46,10387.67,26710,125,151,15
39,35955,6,209.51,1593.53,5255,35,391,5
47,50070,23,347.88,7683.69,21998,71,148,9
23,21735,14,55.24,1751.35,5638,121,294,12
43,34769,17,155.85,2424.66,7113,123,244,9
36,24346,10,131.94,1109.2,4664,20,277,3
53,31778,18,171.42,3174.86,6782,175,149,19
43,59101,16,318.12,4764.46,12761,112,269,10
48,48856,23,340.89,7634.41,21425,102,158,8
29,33430,12,177.02,2322.14,8004,105,234,10
49,25949,18,73.32,1489.17,5033,114,265,14
52,39629,15,284.68,4847.03,11848,49,242,4
32,28219,15,98.61,1450.28,4172,146,205,13
38,28994,14,104.72,943.09,1121,88,245,11
43,76769,24,588.01,14438.92,35239,218,122,17
40,60941,20,472.54,9238.01,21226,131,196,13
27,47637,20,278.72,5205.83,11514,166,110,15
50,52995,23,323.97,7105.17,19096,118,149,11
36,34704,15,178.15,2446.22,6766,100,225,14
36,39501,15,173.31,2155.69,8385,104,220,9
34,42393,14,163.29,3313.71,8295,110,194,12
60,65069,20,429.96,8520.83,21970,73,165,7
46,56888,17,336.77,5474.76,14566,45,185,5
25,38846,17,255.88,4784.75,12318,69,197,8
67,47393,23,293.77,6988.52,19194,47,119,11
44,68827,19,507.67,10936.93,28313,123,53,11
29,18000,8,30.36,50.0,0,63,253,7
41,71593,22,576.55,13563.85,33660,206,112,18
24,43261,21,250.78,5184.43,13474,134,98,19
52,32891,11,181.94,2714.63,7530,82,268,6
33,88042,28,612.63,17149.24,43505,212,75,19
19,21163,4,82.88,50.0,0,5,384,3
18,34438,16,159.91,2486.75,6455,162,201,18
32,29441,9,205.16,1506.51,2590,13,282,4
43,44206,13,296.39,3575.71,9887,49,279,8
41,54763,11,278.6,3509.26,9098,59,241,5
29,35160,14,158.71,1434.87,4944,156,226,12
50,88453,34,649.64,21861.52,55861,198,1,22
49,67092,15,516.36,7243.32,16406,94,153,10
23,38847,11,218.57,2500.53,7068,59,374,7
26,19840,16,54.12,1301.23,2054,130,201,12
46,34912,9,139.68,1064.01,2802,5,290,3
32,30078,16,148.32,2446.74,7240,119,232,13
40,68675,23,564.26,13893.13,35754,175,165,18
18,39192,14,209.16,3684.06,11428,87,191,10
21,38365,18,194.57,3841.23,10491,127,163,13
36,75027,28,550.56,15735.67,37419,187,87,19
42,42301,18,252.08,4493.52,11443,80,121,8
28,42227,13,226.48,3363.55,9164,88,301,9
54,70252,19,378.64,7086.96,19367,80,135,8
42,40674,12,177.23,1972.83,5896,106,229,11
26,28398,21,61.74,646.09,897,179,95,20
37,40202,18,180.45,2553.52,6204,161,220,16
29,33077,18,147.84,2790.62,9234,133,182,16
43,43080,10,326.63,2225.32,5197,51,289,2
24,26572,25,155.73,3783.47,9435,203,114,21
49,35551,12,186.37,1243.53,4570,116,264,14
34,27724,17,137.64,2871.09,8546,158,134,14
50,93460,31,651.07,19516.57,49943,249,67,24
33,28950,19,155.92,3439.85,10050,185,176,15
41,49923,22,282.21,6275.27,17186,108,98,10
29,45402,16,202.99,3156.17,7194,103,169,13
59,43832,17,181.32,2819.83,8321,177,215,17
27,38135,13,159.91,1676.94,6100,66,260,7
29,34652,16,187.1,2168.96,5577,126,173,16
42,69135,19,559.72,9958.31,25095,146,197,14
50,37962,20,158.84,3240.8,6195,213,135,22
52,58319,19,411.54,8538.98,21407,79,139,7
35,18000,5,136.52,50.0,0,17,329,2
40,37069,17,158.56,1889.94,5515,102,168,13
45,74322,27,552.57,16858.27,43624,214,35,21
21,37883,16,240.21,3139.24,7278,90,183,11
46,48819,10,203.13,1609.97,3510,58,221,4
45,54877,23,478.96,11638.82,31630,167,110,19
34,40327,15,213.6,3766.49,8644,100,273,10
55,21456,11,121.34,1431.01,2787,53,235,4
41,96965,22,746.04,17795.11,47378,130,154,11
38,70093,21,610.52,13507.69,33719,152,200,13
43,50552,20,311.27,5742.4,15957,81,166,7
45,55660,23,333.25,6828.11,15315,56,148,9
56,47943,26,348.38,9362.83,23257,102,94,12
23,44187,22,294.12,6862.93,17043,150,148,12
52,34476,25,148.95,4072.08,11037,209,125,21
39,31618,16,104.4,2179.37,6250,164,226,18
28,48778,20,193.4,3691.29,11227,141,143,15
43,49006,26,348.37,9475.96,24174,191,115,16
43,18000,10,112.06,1507.41,4991,86,290,7
32,54887,19,497.62,9579.04,22164,150,147,15
58,35985,21,225.46,4485.17,11728,151,152,19
57,45660,26,206.68,5393.43,13225,143,82,10
44,32952,13,171.51,2445.33,4859,127,150,11
51,49878,22,330.49,7634.23,20202,65,124,8
22,31193,20,150.86,2613.41,4072,194,159,18
24,23804,17,138.32,2487.32,6766,94,218,16
49,19907,12,44.66,538.78,2802,32,212,4
55,56324,29,448.85,14048.8,36520,225,57,20
41,99650,29,744.71,22538.11,54643,213,52,23
18,49953,9,152.76,1699.6,3791,8,313,3
42,26688,18,108.47,3820.01,6267,114,224,15
44,58619,14,377.1,4972.62,13463,69,221,6
48,39565,22,167.58,3812.79,10108,192,115,20
48,33940,10,161.05,2468.71,7233,88,251,11
39,30582,24,115.53,2249.23,5578,219,127,24
35,18000,17,95.91,1020.2,1712,100,197,14
18,49751,10,254.38,2289.64,7409,77,235,6
30,58586,25,519.09,12944.3,34405,165,136,16
55,47854,8,260.04,2814.67,7760,37,279,3
23,25026,19,176.12,3733.41,7256,180,191,18
50,48893,21,326.43,6951.54,18848,72,200,9
32,18000,18,50.66,163.57,0,193,120,16
47,64328,23,537.14,12010.26,30405,182,133,15
29,19470,7,146.84,645.86,0,110,296,7
40,28363,12,139.05,1678.43,3883,66,226,6
47,51763,24,283.65,6557.7,17472,132,153,9
45,45794,25,350.54,8074.51,21287,94,140,11
33,41764,18,234.01,3178.88,9191,157,158,15
50,74007,24,514.09,13609.35,34378,213,85,15
43,38079,24,168.47,3758.16,11654,206,117,20
45,28772,4,91.89,75.19,687,40,341,2
27,39108,15,253.49,3937.33,10465,82,180,8
50,86952,27,641.21,16503.23,42154,182,150,18
23,34448,19,137.0,2316.75,7117,129,199,15
32,33219,18,112.07,1290.3,2630,139,154,16
44,56448,25,427.15,11484.0,29759,145,114,14
18,35583,2,172.2,303.62,1308,5,334,1
31,41205,6,180.51,1572.33,3378,32,322,3
47,45326,18,238.72,4085.6,11121,94,138,9
23,78710,26,548.01,14163.74,34554,175,50,16
31,49684,22,293.24,7241.67,20673,105,78,10
40,66426,24,596.72,15003.2,38587,206,121,18
25,38284,20,226.25,3914.26,9684,150,118,16
44,34584,10,170.53,725.92,1858,107,286,7
49,89839,25,654.08,16419.35,43418,167,169,16
32,35850,11,220.86,2400.71,8678,67,245,7
39,39294,12,178.0,2659.1,9025,47,201,8
42,70300,27,558.37,15234.78,35317,164,64,16
55,54999,32,389.18,12488.32,31674,167,43,14
29,35245,18,194.63,2789.96,6020,156,206,17
24,32447,13,166.11,2094.44,7426,93,230,10
36,37362,22,267.08,7463.26,18572,101,155,6
33,30632,16,134.23,2827.63,8461,152,174,17
48,66847,24,535.25,12279.59,29595,183,104,17
45,40977,14,194.56,2588.91,4747,147,223,14
58,73997,26,548.74,14674.21,38308,217,101,20
42,52416,17,449.25,7791.2,21166,87,232,11
40,38251,23,379.92,8459.91,20340,186,122,18
24,33696,17,115.61,2856.95,7975,90,246,12
61,40067,15,186.53,3029.56,8659,88,239,5
45,28636,17,154.53,1515.02,5408,75,205,4
40,29241,17,146.48,1398.48,1245,129,221,15
58,47935,12,370.53,4295.79,12294,5,263,6
52,54205,19,361.09,6967.77,18710,29,214,4
32,40104,4,237.71,266.1,0,32,315,0
64,37319,16,315.56,4804.91,11502,104,238,9
20,44119,14,243.41,3382.23,6547,95,263,11
31,20036,18,121.54,2133.95,7092,124,168,16
51,62567,23,491.06,11435.08,30185,194,98,20
48,41483,25,198.65,4964.05,12946,193,143,23
53,40076,22,122.5,3353.98,10997,193,151,21
56,43234,15,214.5,3440.34,11363,97,154,9
18,34802,21,110.8,1988.1,6077,191,118,20
41,32193,11,227.2,2168.01,4629,11,300,2
47,35260,20,189.75,4240.35,9862,162,136,16
30,51809,22,317.34,7760.86,20296,111,138,8
40,35376,9,202.59,1897.16,4912,23,268,4
55,39535,19,179.5,4309.24,10850,186,174,19
21,18000,2,72.92,1304.04,2118,33,376,2
48,81563,30,604.48,18420.66,44861,219,98,20
47,43900,8,222.5,894.01,3778,72,219,4
39,32053,11,121.66,427.2,942,69,326,7
37,33775,8,191.22,402.95,545,23,301,3
45,38570,6,151.73,1875.88,5739,5,294,2
49,64649,17,398.35,7580.91,17701,78,214,6
18,31430,15,178.03,3241.26,8643,102,199,8
29,58906,26,428.98,11085.09,29551,164,118,18
41,90020,31,614.79,19031.82,48140,220,58,22
34,108566,23,804.94,18110.77,47151,130,123,12
35,61948,9,454.43,3680.97,11614,67,297,5
27,30720,16,103.41,1752.1,5624,128,220,14
37,32363,17,124.07,2013.69,3714,120,230,15
44,32248,18,81.31,876.06,2069,116,208,16
64,69719,20,533.5,10674.21,26532,154,194,15
32,24299,18,115.8,1958.54,5011,133,149,14
31,32446,12,189.54,1969.73,5627,74,250,10
22,45222,10,184.76,1231.17,2735,75,317,6
28,19255,20,30.0,1037.86,4304,128,183,16
21,60086,22,342.04,7593.82,20316,109,130,11
23,39878,7,150.67,914.96,3828,17,278,4
39,73475,19,600.81,12701.46,32089,119,264,11
42,58678,19,411.5,7691.15,21728,97,185,8
32,54790,22,262.53,6054.94,15945,169,142,18
29,35509,9,127.4,984.79,1023,73,275,7
35,56722,20,358.83,7584.07,21069,136,175,12
28,28705,21,184.53,4338.92,11613,172,143,16
31,21971,12,45.39,1118.81,3809,86,260,11
57,62089,22,396.79,8443.67,24087,144,143,14
57,39269,14,201.72,4177.37,12161,66,243,5
58,29559,26,106.2,2946.73,10116,218,135,23
41,48419,22,216.84,4738.57,13110,206,171,19
26,43655,19,249.16,4267.73,11662,169,173,17
46,34619,14,138.84,1666.72,4419,151,186,15
42,37441,16,206.36,3636.88,9831,145,165,15
39,30664,17,187.17,3617.42,8231,198,175,19
37,25298,17,100.34,998.42,1611,125,268,11
28,37111,19,180.58,3378.99,8166,131,192,16
31,31297,17,172.16,2246.56,6762,110,147,13
47,35840,14,190.89,2946.46,8751,148,165,13
28,32390,19,195.95,4361.32,10908,122,194,13
38,36599,22,171.8,4721.91,12738,150,156,12
35,42232,11,157.5,2384.36,5373,51,254,6
18,41279,7,284.51,2113.73,5782,5,295,2
28,40568,12,264.18,3661.79,10395,25,228,6
23,40677,20,198.44,3197.42,8949,144,118,14
40,27020,11,76.21,568.82,783,54,234,1
55,58871,24,535.03,13371.76,34024,170,125,18
39,28242,14,115.58,502.45,561,99,137,11
51,46784,17,269.75,3730.98,10851,86,191,7
24,62741,23,390.1,9159.9,22732,147,160,12
31,45863,16,216.08,4587.63,12120,120,297,11
37,59980,25,521.19,14013.0,36425,133,136,15
39,22693,6,90.73,1433.01,6672,56,335,4
33,44797,10,230.32,2429.76,7879,39,315,2
37,32320,16,151.57,2894.99,6184,139,185,13
46,57576,17,368.81,6983.4,18550,92,178,9
53,51221,26,421.12,10025.06,24229,169,144,18
47,62963,26,381.29,9800.85,25230,134,91,11
51,47194,15,396.79,5934.06,15298,125,225,10
44,32830,15,162.12,2702.93,8338,119,216,9
19,41466,9,203.59,1236.07,3587,63,281,6
27,26289,23,76.62,287.71,0,155,163,19
57,36606,10,158.78,2116.84,7197,95,330,7
34,59448,22,376.1,8037.16,19501,88,164,9
32,33399,17,143.99,2918.45,8679,123,181,10
54,33909,17,104.95,1714.8,4088,133,128,14
46,70696,22,527.37,12579.51,31851,192,188,17
28,53507,11,303.52,2552.37,7173,113,319,14
46,27612,13,102.95,1804.63,4429,79,218,9
46,23245,6,55.22,943.79,3564,22,330,7
43,69679,25,462.63,12098.94,28768,125,96,14
53,66753,12,555.5,6652.32,18039,59,297,8
44,62709,24,438.95,11226.17,29039,193,143,20
38,22503,17,146.59,2348.65,4899,145,119,9
57,37099,8,196.69,1847.96,3110,45,269,4
24,28974,22,162.07,3796.67,8039,191,213,19
40,53964,20,297.03,6264.38,18162,139,149,9
50,33142,13,244.84,2436.82,5536,99,230,6
45,42086,22,266.62,5655.28,13950,105,167,11
45,26318,8,116.64,58.67,0,31,246,1
22,32911,18,166.25,2841.5,7688,123,180,13
50,37007,8,194.25,1844.06,3698,53,254,5
32,37598,15,242.41,4954.74,14134,125,253,14
26,33006,12,123.66,1250.58,1736,101,247,9
47,44309,21,317.49,7393.38,18300,137,192,10
18,40379,18,233.21,3895.64,10348,142,165,16
23,46839,11,237.61,3111.06,12551,45,202,3
40,61494,13,480.71,6153.38,15256,74,267,8
49,58532,19,453.07,8390.66,21510,76,218,7
50,50761,25,400.52,9686.27,26259,159,71,15
47,22672,5,86.39,1192.6,2857,6,303,2
44,30833,16,145.16,2219.23,6105,128,205,18
